Rk,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%\
716,Brendan Guhle\\guhlebr01,19,D,BUF,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,49,16:21,8,3,0,0,\
717,Joel Hanley\\hanlejo01,25,D,MTL,7,0,0,0,-3,4,0,0,0,0,0,0,0,5,0,71,10:09,4,8,0,0,\
718,Markus Hannikainen\\hannima01,23,LW,CBJ,5,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,44,8:43,4,10,0,0,\
719,Ben Harpur\\harpube01,22,D,OTT,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,11,10:35,2,1,0,0,\
720,Scott Harrington\\harrisc01,23,D,CBJ,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,13:17,4,1,0,0,\
721,Danton Heinen\\heineda01,21,C,BOS,8,0,0,0,-3,2,0,0,0,0,0,0,0,7,0,106,13:14,2,6,0,0,\
722,Seth Helgeson\\helgese01,26,D,NJD,2,0,0,0,0,5,0,0,0,0,0,0,0,0,,26,13:13,2,4,0,0,\
723,Ales Hemsky\\hemskal01,33,RW,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,15:32,0,0,0,0,\
724,Quinton Howden\\howdequ01,25,C,WPG,5,0,0,0,1,0,0,0,0,0,0,0,0,5,0,43,8:39,0,4,0,2,0.0\
725,Mark Jankowski\\jankoma01,22,C,CGY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,10:18,0,1,5,3,62.5\
726,Nicklas Jensen\\jenseni01,23,RW,NYR,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,9:23,1,5,0,0,\
727,Ryan Johnston\\johnsry02,24,D,MTL,2,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,17,8:41,1,0,0,0,\
728,Tomas Jurco\\jurcoto01,24,RW,DET,10,0,0,0,-3,2,0,0,0,0,0,0,0,7,0,102,10:10,1,4,0,0,\
729,Steven Kampfer\\kampfst01,28,D,FLA,1,0,0,0,-1,4,0,0,0,0,0,0,0,0,,17,16:48,1,1,0,0,\
730,Tanner Kero\\kerota01,24,RW,CHI,5,0,0,0,1,0,0,0,0,0,0,0,0,5,0,63,12:36,7,3,19,27,41.3\
731,Sean Kuraly\\kuralse01,24,C,BOS,5,0,0,0,-1,2,0,0,0,0,0,0,0,7,0,41,8:11,1,3,1,2,33.3\
732,Joseph Labate\\labatjo01,23,C,VAN,3,0,0,0,1,7,0,0,0,0,0,0,0,0,,15,5:04,0,4,0,0,\
733,Jacob Larsson\\larssja01,19,D,ANA,4,0,0,0,-1,2,0,0,0,0,0,0,0,2,0,66,16:26,1,1,0,0,\
734,Brian Lashoff\\lashobr01,26,D,DET,5,0,0,0,-3,0,0,0,0,0,0,0,0,1,0,63,12:31,4,8,0,0,\
735,Scott Laughton\\laughsc01,22,C,PHI,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,10:15,0,3,11,9,55.0\
736,Curtis Lazar\\lazarcu01,21,RW,OTT,17,0,0,0,-4,4,0,0,0,0,0,0,0,19,0,157,9:15,6,31,13,20,39.4\
737,Josh Leivo\\leivojo01,23,LW,TOR,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,13,12:37,0,0,0,0,\
738,Mike Liambas\\liambmi01,27,LW,NSH,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,5,4:42,0,1,0,0,\
739,Petteri Lindbohm\\lindbpe02,23,D,STL,5,0,0,0,-3,4,0,0,0,0,0,0,0,9,0,63,12:41,3,9,0,0,\
740,Jamie McBain\\mcbaija02,28,D,ARI,3,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,50,16:40,4,0,0,0,\
741,Max McCormick\\mccorma01,24,RW,OTT,5,0,0,0,-2,0,0,0,0,0,0,0,0,5,0,35,7:03,1,10,12,9,57.1\
742,Julian Melchiori\\melchju01,25,D,WPG,4,0,0,0,-3,0,0,0,0,0,0,0,0,1,0,55,13:47,4,5,0,0,\
743,Sonny Milano\\milanso01,20,LW,CBJ,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,24,11:59,1,1,0,0,\
744,Kevan Miller\\milleke03,29,D,BOS,20,0,0,0,-7,15,0,0,0,0,0,0,0,20,0,345,17:16,29,44,0,0,\
745,Zack Mitchell\\mitchza01,24,RW,MIN,10,0,0,0,-1,0,0,0,0,0,0,0,0,9,0,86,8:39,3,14,11,8,57.9\
746,Brandon Montour\\montobr01,22,D,ANA,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,28,14:00,1,0,0,0,\
747,Jakub Nakladal\\naklaja01,29,D,CAR,3,0,0,0,-4,0,0,0,0,0,0,0,0,3,0,44,14:30,4,2,0,0,\
748,Casey Nelson\\nelsoca01,24,D,BUF,8,0,0,0,-4,2,0,0,0,0,0,0,0,7,0,98,12:18,3,13,0,0,\
749,Patrik Nemeth\\nemetpa01,24,D,DAL,16,0,0,0,-4,8,0,0,0,0,0,0,0,18,0,256,15:59,19,17,0,0,\
750,Cristoval Nieves\\nievecr01,23,C,NYR,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,12,11:44,1,0,3,7,30.0\
751,Rob O'Gara\\ogararo01,23,D,BOS,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,48,16:01,7,3,0,0,\
752,Daniel O'Regan\\oregada01,23,C,SJS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12:16,0,0,6,6,50.0\
753,Cal O'Reilly\\oreilca01,30,C,BUF,4,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,44,10:55,0,0,15,20,42.9\
754,Gustav Olofsson\\olofsgu01,22,D,MIN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,12,11:40,2,0,0,0,\
755,Adam Pardy\\pardyad01,32,D,NSH,4,0,0,0,-1,6,0,0,0,0,0,0,0,4,0,44,10:00,3,3,0,0,\
756,Blake Pietila\\pietibl01,23,LW,NJD,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,,25,12:39,2,4,4,5,44.4\
757,Derrick Pouliot\\poulide01,23,D,PIT,7,0,0,0,-3,4,0,0,0,0,0,0,0,10,0,101,14:27,5,8,0,0,\
758,Dalton Prout\\proutda01,26,D,CBJ,8,0,0,0,2,8,0,0,0,0,0,0,0,3,0,121,15:04,10,18,0,0,\
759,Ryan Pulock\\pulocry01,22,D,NYI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,3:57,1,1,0,0,\
760,John Quenneville\\quennjo02,20,C,NJD,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,,17,8:42,1,1,0,0,\
761,Ty Rattie\\rattity01,23,RW,STL,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,7:20,2,1,0,0,\
762,Mason Raymond\\raymoma01,31,LW,ANA,4,0,0,0,-2,0,0,0,0,0,0,0,0,3,0,36,8:55,0,3,0,1,0.0\
763,Mike Reilly\\reillmi01,23,D,MIN,9,0,0,0,0,2,0,0,0,0,0,0,0,9,0,117,12:57,2,1,0,0,\
764,Tanner Richard\\richata01,23,C,TBL,3,0,0,0,-2,2,0,0,0,0,0,0,0,1,0,38,12:42,2,6,13,17,43.3\
765,Buddy Robinson\\robinbu01,25,RW,OTT,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,28,6:57,0,9,0,0,\
766,Evan Rodrigues\\rodriev01,23,LW,BUF,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,23,11:28,0,0,1,0,100.0\
767,Miikka Salomaki\\salommi01,23,RW,NSH,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,19,9:34,5,6,0,0,\
768,Mikhail Sergachev\\sergami01,18,D,MTL,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,31,10:26,2,7,0,0,\
769,Dillon Simpson\\simpsdi01,,D,EDM,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,33,10:53,2,3,0,0,\
770,Trevor Smith\\smithtr01,31,C,NSH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,7:20,2,0,0,8,0.0\
771,Blake Speers\\speerbl01,20,C,NJD,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,9:29,1,1,0,2,0.0\
772,Mark Stuart\\stuarma01,32,D,WPG,10,0,0,0,1,8,0,0,0,0,0,0,0,6,0,121,12:04,27,14,0,0,\
773,Jordin Tootoo\\tootojo01,33,RW,CHI,30,0,0,0,-2,16,0,0,0,0,0,0,0,28,0,196,6:33,5,28,1,0,100.0\
774,Phil Varone\\varonph01,26,C,OTT,4,0,0,0,-2,2,0,0,0,0,0,0,0,0,,33,8:17,0,2,9,10,47.4\
775,Linden Vey\\veyli01,25,RW,CGY,4,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,44,11:01,0,1,9,15,37.5\
776,David Warsofsky\\warsoda01,26,D,PIT,4,0,0,0,1,2,0,0,0,0,0,0,0,6,0,61,15:19,6,3,0,0,\
777,Tyler Wotherspoon\\wothety01,23,D,CGY,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,21,10:31,2,2,0,0,\
778,Michael Zalewski\\zalewmi01,24,LW,VAN,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,8,8:03,1,0,0,0,\
779,Harry Zolnierczyk\\zolniha01,29,LW,NSH,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,8,7:50,1,1,0,0,}
